,Princeton University,Harvard University,University of Chicago,Yale University,Columbia University,Stanford University,Massachusetts Institute of Technology,Duke University,University of Pennsylvania,Johns Hopkins University,Dartmouth College,California Institute of Technology,Northwestern University,Brown University,Cornell University,Rice University,University of Notre Dame,Vanderbilt University,Washington University in St. Louis,Emory University,Georgetown University,University of California- Berkeley,University of Southern California,Carnegie Mellon University,University of California- Los Angeles,University of Virginia,Tufts University,University of Michigan- Ann Arbor,Wake Forest University,University of North Carolina- Chapel Hill,Boston College,College of William & Mary,University of Rochester,Brandeis University,Georgia Institute of Technology,New York University,Case Western Reserve University,University of California- Santa Barbara,Boston University,Northeastern University,Rensselaer Polytechnic Institute,Tulane University,University of California- Irvine,Lehigh University,University of California- Davis,University of California- San Diego,University of Illinois- Urbana Champaign,University of Miami,University of Wisconsin- Madison,Pennsylvania State University- University Park,Pepperdine University,University of Florida,Villanova University,Ohio State University- Columbus,University of Washington,George Washington University,Southern Methodist University,University of Georgia,University of Texas- Austin,Fordham University,Purdue University-West Lafayette,Syracuse University,University of Connecticut,University of Maryland College Park,Worcester Polytechnic Institute,Clemson University,Yeshiva University,Brigham Young University- Provo,University of Pittsburgh,Rutgers University- New Brunswick,Baylor University,Stevens Institute of Technology,University of Minnesota- Twin Cities,American University,Clark University,Texas A&M University- College Station,University of Massachusetts- Amherst,Virginia Tech,Miami University- Oxford,University of California- Santa Cruz,University of Delaware,Colorado School of Mines,Michigan State University,Texas Christian University,University of Iowa,Binghamton University- SUNY,Indiana University- Bloomington,Marquette University,University of Denver,University of San Diego,University of Tulsa,Florida State University,North Carolina State University- Raleigh,University of Vermont,Drexel University,Saint Louis University,Stony Brook University- SUNY,Auburn University,Loyola University Chicago,SUNY College of Environmental Science and Forestry,University at Buffalo- SUNY,Illinois Institute of Technology,University of Alabama,University of Oregon,University of Tennessee,Rochester Institute of Technology,University of New Hampshire,University of San Francisco,University of South Carolina,Iowa State University,University of Dayton,University of Missouri,University of Nebraska- Lincoln,University of Oklahoma,University of the Pacific,University of Utah,Michigan Technological University,Seton Hall University,Temple University,University of California- Riverside,University of Kansas,University of St Thomas,The Catholic University of America,DePaul University,Duquesne University,Howard University,University of Arizona,Arizona State University- Tempe,Clarkson University,Colorado State University,New School,Hofstra University,University of Kentucky,Kansas State University,Louisiana State University- Baton Rogue,Mercer University,New Jersey Institute of Technology,Rutgers University- Newark,University of Arkansas,University of Cincinnati,University of Mississippi,George Mason University,Oregon State University,Washington State University,Adelphi University,Ohio University,San Diego State University,St John Fisher College,University at Albany- SUNY,University of Texas- Dallas,Illinois State University,Immaculata University,Oklahoma State University,University of California- Merced,University of Illinois- Chicago,University of La Verne,University of Massachusetts- Lowell,Seattle Pacific University,University of Alabama- Birmingham,University of Maryland- Baltimore County,University of Rhode Island,University of South Florida,Biola University,Maryville University of St. Louis,Missouri University of Science & Technology,St. John's University,Virginia Commonwealth University,Union University,University of Hawaii- Manoa,Edgewood College,Florida Institute of Technology,University of Idaho,University of Louisville,University of Wyoming,Ball State University,Lipscomb University,Mississippi State University,Montclair State University,Texas Tech University,University of Central Florida,University of New Mexico,Andrews University,Azusa Pacific University,University of Maine,West Virginia University,Widener University,Kent State University,North Dakota State University,Pace University,Robert Morris University,Suffolk University,University of Hartford,Bowling Green State University,University of Houston,Western Michigan University,Indiana University- Purdue University- Indianapolis,Lesley University,University of Alabama- Huntsville,University of Colarado- Denver,California State University- Fullerton,Central Michigan University,Louisiana Tech University,South Dakota State University,University of Alaska- Fairbanks,University of North Carolina- Charlotte,University of North Dakota,University of South Dakota,East Carolina University,Montana State University,Old Dominion University,University of Missouri- Kansas City,Ashland University,Dallas Baptist University,Northern Illinois University,Nova Southeastern University,Southern Illinois University- Carbondale,University of Montana,Benedictine University,California State University- Fresno,Gardner Webb University,New Mexico State University,Shenandoah University,Tennessee Technological University,University of Massachusetts- Boston,University of Massachusetts- Dartmouth,University of Missouri- St. Louis,University of North Carolina- Greensboro,University of Southern Mississippi,Utah State University
Cognitive Science,x,,,x,,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,x,,,,x,,,,x,,x,x,,x,,,,,,,x,,,,x,,x,x,,,,,,x,,,Technical and Business Writing,,Taxation,Applied Mathematics,,Operations Management and Supervision,Biomedical/Medical Engineering,Naval Architecture and Marine Engineering,Secondary Education and Teaching,,Physics Teacher Education,,Fashion Merchandising,Clinical Nurse Leader,Social and Philosophical Foundations of Education,Latin Language and Literature,"Education, General",Speech-Language Pathology/Pathologist,"History, General",Comparative Literature,Environmental Studies,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Communications,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,x,,,x,,x,x,x,x,x,,,x,x,x,x,x,x,x,,x,x,x,x,,,,,x,,,,,,,,"Family and Consumer Sciences/Human Sciences, General",,Health Communication,Computational Mathematics,,Real Estate,Chemical Engineering,Nuclear Engineering,Social Studies Teacher Education,,Psychology Teacher Education,,"Finance, General",Clinical Nurse Specialist,"Special Education and Teaching, General",Linguistics,Education/Teaching of Individuals with Autism,"History, General","Legal Studies, General","Foreign Languages and Literatures, General",Kinesiology and Exercise Science,,,x,x,x,x,x,,x,x,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparative Human Development,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,x,,,,,x,"Human Development and Family Studies, General",,Journalism,Financial Mathematics,,"Sales, Distribution and Marketing Operations, General","Civil Engineering, General",Polymer/Plastics Engineering,Spanish Language Teacher Education,,Science Teacher Education/General Science Teacher Education,,"Hospitality Administration/Management, General",Dietetics/ Dietitian (RD),Superintendency and Educational System Administration,Spanish Language and Literature,Educational Evaluation and Research,Computational Mathematics,Liberal Arts and Sciences/Liberal Studies,French Language and Literature,Philosophy,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comparative Race and Ethnic Studies,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,x,,,,,x,,Human Nutrition,,Mass Communication/ Media Studies,"Mathematics, General",,Tourism and Travel Services Management,"Computer Engineering, General",Systems Engineering,"Special Education and Teaching, General",,Secondary Education and Teaching,,"Human Resources Management/Personnel Administration, General",Family Practice Nurse/Nurse Practitioner,"Teacher Education, Multiple Levels",Adult Health Nurse/Nursing,"Educational Leadership and Administration, General","Mathematics, General",Library Science/Librarianship,German Language and Literature,Religion/Religious Studies,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computational Neuroscience,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,x,,,,x,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",,Political Communication,"Statistics, General",,Transportation/Transportation Management,"Electrical, Electronics and Communications Engineering",Packaging Science,Teaching English as a Second or Foreign Language/ESL Language Instructor,,Social Science Teacher Education,,Information Resources Management/CIO Training,"Health Services/Allied Health/Health Sciences, General",Teaching English as a Second or Foreign Language/ESL Language Instructor,Clinical Nurse Specialist,Educational/Instructional Media Design,Dispute Resolution,"Mathematics, General",Italian Language and Literature,"Chemistry, General",,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computing Applications,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,x,,x,,,,,Ancient/Classical Greek Language and Literature,,Computer Science,Biological and Physical Sciences,,"Communication, General",Environmental/Environmental Health Engineering,Creative Writing,Biomedical/Medical Engineering,,Spanish Language Teacher Education,,Labor Studies,Movement Therapy and Movement Education,Biomedical/Medical Engineering,Family Practice Nurse/Nurse Practitioner,Elementary Education and Teaching,Mathematics and Computer Science,Biological and Physical Sciences,Japanese Language and Literature,"Geology/Earth Science, General",,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computing and Arts,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,,,,,,,,,,,,x,,x,,,,,,,,,,Arabic Language and Literature,,Computer Systems Analysis/Analyst,Computational Science,,Digital Communication and Media/Multimedia,Industrial Engineering,"English Language and Literature, General",Chemical Engineering,,"Special Education and Teaching, General",,Labor and Industrial Relations,Nurse Anesthetist,Chemical Engineering,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",English/Language Arts Teacher Education,Peace Studies and Conflict Resolution,International/global studies,Linguistics,Geophysics and Seismology,,,,,,x,x,x,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Engineering/Science,x,x,x,x,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,x,,,,,,,,,,x,x,x,"Classics and Languages, Literatures and Linguistics, General",,Computer Systems Networking and Telecommunications,International/global studies,,Technical and Scientific Communication,Mechanical Engineering,Rhetoric and Composition,"Computer Engineering, General",,Teaching English as a Second or Foreign Language/ESL Language Instructor,,Logistics and Materials Management,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)","Civil Engineering, General","Nursing Science (MS, PhD)",Health Teacher Education,Christian Studies,Peace Studies and Conflict Resolution,Russian Language and Literature,"Physics, General",,,x,x,x,x,x,x,x,x,,x,x,x,x,x,x,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Science and Math,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,x,x,,,x,,,x,,,x,x,,,,,,French Language and Literature,,Information Science/Studies,Peace Studies and Conflict Resolution,,Computer Graphics,Polymer/Plastics Engineering,Business Family and Consumer Sciences/Human Sciences,Computer Software Engineering,,"Aerospace, Aeronautical and Astronautical Engineering",,"Management Science, General","Nursing Administration (MSN, MS, PhD)","Computer Engineering, General",Pre-Dentistry Studies,Higher Education/Higher Education Administration,Philosophy,"Science, Technology and Society",Spanish Language and Literature,Clinical Psychology,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Science and Psychology,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,x,,,x,,,,,German Language and Literature,,Adult and Continuing Education and Teaching,Environmental Science,,Computer Science,Engineering/Industrial Management,"Foods, Nutrition, and Wellness Studies, General","Electrical, Electronics and Communications Engineering",,Agricultural/Biological Engineering and Bioengineering,,Marketing Research,Nursing Education,"Electrical, Electronics and Communications Engineering",Pre-Medicine/Pre-Medical Studies,International and Comparative Education,Religion/Religious Studies,Environmental Science,"History, General",Industrial and Organizational Psychology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Construction Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,Latin Language and Literature,,Agricultural Teacher Education,Environmental Studies,,Information Science/Studies,Creative Writing,"Human Development and Family Studies, General",Engineering Physics,,Biomedical/Medical Engineering,,"Marketing/Marketing Management, General",Nursing Practice,"Engineering, General",Pre-Optometry Studies,Mathematics Teacher Education,"Chemistry, General",Environmental Studies,Applied Mathematics,"Psychology, General",,,,,,,,,,,,,,x,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consumer Sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,Linguistics,,Business Teacher Education,Applied and Professional Ethics,,"System, Networking, and LAN/WAN Management/Manager","English Language and Literature, General","Foreign Languages and Literatures, General",Engineering Science,,Chemical Engineering,,Operations Management and Supervision,Speech-Language Pathology/Pathologist,Industrial Engineering,Pre-Veterinary Studies,Music Teacher Education,"Physics, General",Natural Resources Management and Policy,"Mathematics, General",Anthropology,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Writing,x,,x,,,,,,,,,,,,,,,,,,,,x,x,,x,,x,x,,,x,x,x,,x,,,,,,,,,,,x,,,x,x,,x,,,,,x,x,,,,,,,,,,Russian Language and Literature,,Curriculum and Instruction,Ethics,,Adult and Continuing Education and Teaching,Chinese Language and Literature,"Public Health, General (MPH, DPH)","Engineering, General",,"Civil Engineering, General",,Organizational Behavior Studies,"History, General",Mechanical Engineering,Psychiatric/Mental Health Nurse/Nursing,Physics Teacher Education,Clinical Psychology,Philosophy,"Statistics, General","Economics, General",,,x,x,,x,x,x,,x,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crime, Law, and Justice",,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,x,x,,x,x,,,,,,x,,x,,,,,,x,,,,,,x,x,,x,,x,Spanish Language and Literature,,Early Childhood Education and Teaching,Jewish/Judaic Studies,,Agricultural Teacher Education,"Classics and Languages, Literatures and Linguistics, General","History, General",Manufacturing Engineering,,"Computer Engineering, General",,Organizational Leadership,General Studies,Creative Writing,Public Health/Community Nurse/Nursing,Secondary Education and Teaching,Counseling Psychology,Religion/Religious Studies,Behavioral Sciences,"Political Science and Government, General",,,x,x,,,x,,,x,,x,,x,,x,,x,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Culinary Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,Athletic Training/Trainer,,"Educational Leadership and Administration, General",Philosophy,,Bilingual and Multilingual Education,Comparative Literature,Computational and Applied Mathematics,Mechanical Engineering,,"Electrical, Electronics and Communications Engineering",,Restaurant/Food Services Management,Liberal Arts and Sciences/Liberal Studies,"English Language and Literature, General","History, General",Social Studies Teacher Education,Educational Psychology,"Chemistry, General",Cognitive Science,Sociology,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance,x,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,x,x,,,,x,,,x,x,x,,,,x,x,,,,x,,x,,,,,x,x,,,,,,x,,,,,,,,Clinical Laboratory Science/Medical Technology/Technologist,,Elementary Education and Teaching,Religion/Religious Studies,,Curriculum and Instruction,"East Asian Languages, Literatures, and Linguistics, General","Mathematics, General",Paper Science and Engineering,,Environmental/Environmental Health Engineering,,Advertising,"Mathematics, General",Ancient/Classical Greek Language and Literature,Pre-Law Studies,Social and Philosophical Foundations of Education,"Psychology, General",Environmental Chemistry,Mathematics and Computer Science,"Art History, Criticism and Conservation",,,x,x,x,x,,,,x,,x,,x,x,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Developmental Biology,,,,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,"Communication Disorders, General",,Family and Consumer Sciences/Home Economics Teacher Education,"Chemistry, General",,"Educational Leadership and Administration, General",French Language and Literature,"Statistics, General","Engineering Technology, General",,Materials Engineering,,Communication Studies/Speech Communication and Rhetoric,"Multi-/Interdisciplinary Studies, General",Chinese Language and Literature,"Mathematics, General","Special Education and Teaching, General",Anthropology,Materials Science,Environmental Science,"Art/Art Studies, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dietetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental Health,,Kindergarten/Preschool Education and Teaching,"Physics, General",,Educational/Instructional Media Design,German Language and Literature,Historic Preservation and Conservation,Engineering/Industrial Management,,Mechanical Engineering,,Digital Communication and Media/Multimedia,Environmental Science,"Classics and Languages, Literatures and Linguistics, General",Medieval and Renaissance Studies,Speech Teacher Education,Applied Economics,Physical Sciences,Environmental Studies,Arts Management,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early Christian Literature,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,Family Practice Nurse/Nurse Practitioner,,Music Teacher Education,Clinical Psychology,,Health Occupations Teacher Education,Italian Language and Literature,"Science, Technology and Society",Mechanical Engineering/Mechanical Technology/Technician,,Operations Research,,Health Communication,Natural Resources Management and Policy,Comparative Literature,"Multi-/Interdisciplinary Studies, General",Teaching English as a Second or Foreign Language/ESL Language Instructor,Criminology,"Physics, General",Jewish/Judaic Studies,"Drama and Dramatics/Theater Arts, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earth Sciences,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,x,,x,,,,x,x,x,x,x,x,x,x,x,,x,,,,,,,x,x,,,x,,,,,,,x,,x,x,"Health and Wellness, General",,Physical Education Teaching and Coaching,"Psychology, General",,Health Teacher Education,Japanese Language and Literature,Environmental Science,Creative Writing,,"English Language and Literature, General",,Journalism,"Health and Physical Education, General",French Language and Literature,Systems Science and Theory,"Engineering, General","Economics, General",Clinical Child Psychology,Philosophy,Film/Cinema Studies,,,,,,,,x,,,,,,,x,,,x,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asian Languages and Cultures,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,Health/Health Care Administration/Management,,"Special Education and Teaching, General",Public Administration,,"Special Education and Teaching, General",Language Interpretation and Translation,Environmental Studies,"English Language and Literature, General",,Child Care and Support Services Management,,Mass Communication/ Media Studies,Kinesiology and Exercise Science,German Language and Literature,Environmental Studies,Occupational Safety and Health Technology/Technician,International Relations and Affairs,Clinical Psychology,Religion/Religious Studies,"Fine/Studio Arts, General",,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asian Studies,,,,x,,,,,,,,,,,,,,,,,,,x,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,,x,,,Maternal/Child Health and Neonatal Nurse/Nursing,,"Aerospace, Aeronautical and Astronautical Engineering",Public Policy Analysis,,"Aerospace, Aeronautical and Astronautical Engineering",Linguistics,Fishing and Fisheries Sciences and Management,Rhetoric and Composition,,Family and Community Services,,Public Relations/Image Management,Sports Studies,Italian Language and Literature,Jewish/Judaic Studies,Children's and Adolescent Literature,"Political Science and Government, General",Counseling Psychology,Atomic/Molecular Physics,"Music Performance, General",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecology and Evolution,,,x,x,,,,,,,,,,,,,,,,,,,x,,x,,,,,x,,,,,,x,,x,,,,,x,,x,,,,,,,,,,,,x,,x,,x,x,x,x,,,,,Nurse Midwife/Nursing Midwifery,,Agricultural/Biological Engineering and Bioengineering,Criminal Justice/Safety Studies,,Agricultural/Biological Engineering and Bioengineering,Portuguese Language and Literature,Forest resources production and management,Technical and Business Writing,,"Family and Consumer Sciences/Human Sciences, General",,Radio and Television,Philosophy,Japanese Language and Literature,Philosophy,Creative Writing,Sociology,Forensic Psychology,Chemical Physics,Music Theory and Composition,,,x,x,,,,,,x,,,,,,x,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economics,x,x,x,x,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,,x,x,x,,x,x,x,x,x,x,x,x,,x,,x,,,,,,,,,"Nursing - Registered Nurse Training (RN, ASN, BSN, MSN)",,Biomedical/Medical Engineering,Emergency Management/Homeland Security,,Biomedical/Medical Engineering,Spanish Language and Literature,"Forestry, General","Human Development and Family Studies, General",,"Foods, Nutrition, and Wellness Studies, General",,"Computer and Information Sciences, General",Religion/Religious Studies,Language Interpretation and Translation,"Chemistry, General","English Language and Literature, General",Theology/Theological Studies,"Psychology, General","Chemistry, General","Music, General",,,x,x,x,x,x,x,,x,,x,x,x,x,x,x,x,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Economics and Mathematics,,,,x,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,,,,x,,,x,,x,"Nursing Administration (MSN, MS, PhD)",,Chemical Engineering,Anthropology,,Chemical Engineering,Audiology/Audiologist and Hearing Sciences,Natural Resources Management and Policy,"Classics and Languages, Literatures and Linguistics, General",,"Human Development and Family Studies, General",,Information Technology Project Management,Astrophysics,Latin Language and Literature,"Geology/Earth Science, General","Apparel and Textiles, General","Drama and Dramatics/Theater Arts, General",School Psychology,Materials Science,Piano and Organ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Education Professions,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,x,,,x,,x,,,x,x,,,,,,,,,,,,,x,,,,,,,,,,x,x,,Nursing Practice,,"Civil Engineering, General",Econometrics and Quantitative Economics,,"Civil Engineering, General","Communication Disorders, General",Philosophy,French Language and Literature,,"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics",,Electrician,"Chemistry, General",Linguistics,Materials Science,Ancient/Classical Greek Language and Literature,,Public Administration,"Oceanography, Chemical and Physical",Voice and Opera,,,x,x,x,x,x,x,x,x,,x,,x,x,x,,x,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrical Engineering,x,x,,x,,,,,,,,,,,,,,,,,,,x,,x,x,x,x,,,,,,,x,x,x,x,x,x,x,,x,x,x,x,x,,x,x,,,,x,,x,,x,,,,x,,x,,x,,,Occupational Therapy/Therapist,,"Computer Engineering, General","Economics, General",,"Computer Engineering, General",Community Health and Preventive Medicine,"Chemistry, General",German Language and Literature,,"Classics and Languages, Literatures and Linguistics, General",,Adult and Continuing Education Administration,"Geology/Earth Science, General",Portuguese Language and Literature,"Physics, General",Chinese Language and Literature,,Public Policy Analysis,"Physics, General",,,,x,x,x,x,x,x,x,,,x,x,x,,x,x,x,,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
